id,codigo_taco,grupo,descricao,umidade,energia_kcal,energia_kj,proteina_g,lipideos_g,colesterol_mg,carboidratos_g,fibra_alimentar_g,cinzas_g,observacao,fonte,created_at,updated_at
307,307,PESCADOS_E_FRUTOS_DO_MAR,"Pescada, filé, cru",79.52,107.21,448.55,16.65,4.00,64.84,0.00,0.00,0.90,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
308,308,PESCADOS_E_FRUTOS_DO_MAR,"Pescada, filé, frito",66.80,154.27,645.47,28.59,3.57,80.81,0.00,0.00,1.66,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
309,309,PESCADOS_E_FRUTOS_DO_MAR,"Pescada, filé, molho escabeche",74.53,141.96,593.95,11.75,8.02,43.40,5.02,0.78,0.68,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
310,310,PESCADOS_E_FRUTOS_DO_MAR,"Pescadinha, crua",80.62,76.41,319.69,15.48,1.14,83.61,0.00,0.00,2.02,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
311,311,PESCADOS_E_FRUTOS_DO_MAR,"Pintado, assado",56.98,191.56,801.48,36.45,3.98,125.96,0.00,0.00,2.03,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
312,312,PESCADOS_E_FRUTOS_DO_MAR,"Pintado, cru",80.27,91.08,381.09,18.56,1.31,50.30,0.00,0.00,1.08,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
313,313,PESCADOS_E_FRUTOS_DO_MAR,"Pintado, grelhado",65.49,152.19,636.76,30.80,2.29,99.30,0.00,0.00,1.57,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
314,314,PESCADOS_E_FRUTOS_DO_MAR,"Porquinho, cru",79.17,93.02,389.21,20.49,0.61,48.61,0.00,0.00,1.26,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
315,315,PESCADOS_E_FRUTOS_DO_MAR,"Salmão, filé, com pele, fresco,  grelhado",60.93,228.73,957.01,23.92,14.04,85.31,0.00,0.00,1.29,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
316,316,PESCADOS_E_FRUTOS_DO_MAR,"Salmão, sem pele, fresco, cru",68.98,169.78,710.37,19.25,9.71,53.03,0.00,0.00,1.22,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
317,317,PESCADOS_E_FRUTOS_DO_MAR,"Salmão, sem pele, fresco, grelhado",58.13,242.71,1015.48,26.14,14.53,72.82,0.00,0.00,1.61,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
318,318,PESCADOS_E_FRUTOS_DO_MAR,"Sardinha, assada",60.08,164.35,687.64,32.18,2.99,108.99,0.00,0.00,4.35,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
319,319,PESCADOS_E_FRUTOS_DO_MAR,"Sardinha, conserva em óleo",55.14,284.98,1192.36,15.94,24.05,72.57,0.00,0.00,2.86,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
320,320,PESCADOS_E_FRUTOS_DO_MAR,"Sardinha, frita",48.49,257.04,1075.46,33.38,12.69,102.87,0.00,0.00,4.30,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
321,321,PESCADOS_E_FRUTOS_DO_MAR,"Sardinha, inteira, crua",76.64,113.90,476.56,21.08,2.65,60.50,0.00,0.00,1.60,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
322,322,PESCADOS_E_FRUTOS_DO_MAR,"Tucu0ré, filé, congelado, cru",79.88,87.69,366.88,17.96,1.22,46.90,-0.05,0.00,0.98,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
323,323,CARNES_E_DERIVADOS,Apresuntado,73.72,128.86,539.14,13.45,6.69,37.67,2.86,0.00,3.28,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
324,324,CARNES_E_DERIVADOS,"Caldo de carne, tablete",2.93,240.62,1006.77,7.82,16.57,0.00,15.05,0.58,57.63,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
325,325,CARNES_E_DERIVADOS,"Caldo de galinha, tablete",3.38,251.45,1052.05,6.28,20.42,2.11,10.65,11.81,59.28,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
326,326,CARNES_E_DERIVADOS,"Carne, bovi0, acém, moído, cozido",61.62,212.42,888.77,26.69,10.92,103.13,0.00,0.00,0.84,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
327,327,CARNES_E_DERIVADOS,"Carne, bovi0, acém, moído, cru",72.70,136.56,571.38,19.42,5.95,57.94,0.00,0.00,0.93,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
328,328,CARNES_E_DERIVADOS,"Carne, bovi0, acém, sem gordura, cozido",60.38,214.61,897.93,27.27,10.88,106.75,0.00,0.00,0.83,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
329,329,CARNES_E_DERIVADOS,"Carne, bovi0, acém, sem gordura, cru",71.52,144.03,602.62,20.82,6.11,53.37,0.00,0.00,0.96,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
330,330,CARNES_E_DERIVADOS,"Carne, bovi0, almôndegas, cruas",64.28,189.26,791.85,12.31,11.20,33.60,9.79,NULL,2.41,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
331,331,CARNES_E_DERIVADOS,"Carne, bovi0, almôndegas, fritas",48.09,271.81,1137.27,18.16,15.78,36.38,14.29,NULL,3.69,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
332,332,CARNES_E_DERIVADOS,"Carne, bovi0, bucho, cozido",74.12,133.02,556.57,21.64,4.50,245.47,0.00,0.00,0.32,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
333,333,CARNES_E_DERIVADOS,"Carne, bovi0, bucho, cru",74.97,137.30,574.48,20.53,5.50,144.90,0.00,0.00,0.37,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
334,334,CARNES_E_DERIVADOS,"Carne, bovi0, capa de con0a-filé, com gordura, crua",64.77,216.91,907.55,19.20,14.96,62.81,0.00,0.00,0.90,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
335,335,CARNES_E_DERIVADOS,"Carne, bovi0, capa de con0a-filé, com gordura, grelhada",47.88,311.70,1304.16,30.69,20.03,120.43,0.00,0.00,1.13,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
336,336,CARNES_E_DERIVADOS,"Carne, bovi0, capa de con0a-filé, sem gordura, crua",72.99,131.06,548.37,21.54,4.33,58.35,0.00,0.00,1.00,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
337,337,CARNES_E_DERIVADOS,"Carne, bovi0, capa de con0a-filé, sem gordura, grelhada",53.74,239.44,1001.83,35.06,9.95,80.29,-0.01,0.00,1.25,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
338,338,CARNES_E_DERIVADOS,"Carne, bovi0, charque, cozido",45.79,262.78,1099.47,36.36,11.92,113.43,0.00,0.00,3.63,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
339,339,CARNES_E_DERIVADOS,"Carne, bovi0, charque, cru",44.47,248.86,1041.23,22.71,16.84,80.69,0.00,0.00,14.49,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
340,340,CARNES_E_DERIVADOS,"Carne, bovi0, con0a-filé, à milanesa",42.16,351.59,1471.06,20.61,24.00,99.36,12.17,0.37,1.05,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
341,341,CARNES_E_DERIVADOS,"Carne, bovi0, con0a-filé de costela, cru",66.38,202.44,847.00,19.80,13.07,52.31,0.00,0.00,0.95,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
342,342,CARNES_E_DERIVADOS,"Carne, bovi0, con0a-filé de costela, grelhado",52.19,274.91,1150.24,29.88,16.33,97.87,0.00,0.00,1.15,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
343,343,CARNES_E_DERIVADOS,"Carne, bovi0, con0a-filé, com gordura, cru",65.75,205.86,861.30,21.15,12.81,72.65,0.00,0.00,0.92,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
344,344,CARNES_E_DERIVADOS,"Carne, bovi0, con0a-filé, com gordura, grelhado",51.71,278.05,1163.38,32.40,15.49,143.86,0.00,0.00,1.22,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
345,345,CARNES_E_DERIVADOS,"Carne, bovi0, con0a-filé, sem gordura, cru",69.14,156.62,655.28,24.00,6.00,59.46,0.00,0.00,0.99,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
346,346,CARNES_E_DERIVADOS,"Carne, bovi0, con0a-filé, sem gordura, grelhado",57.53,193.69,810.41,35.88,4.49,101.90,0.00,0.00,1.27,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
347,347,CARNES_E_DERIVADOS,"Carne, bovi0, costela, assada",43.19,373.04,1560.79,28.81,27.72,94.59,0.00,0.00,0.99,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
348,348,CARNES_E_DERIVADOS,"Carne, bovi0, costela, crua",52.73,357.72,1496.71,16.71,31.75,44.19,0.00,0.00,0.90,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
349,349,CARNES_E_DERIVADOS,"Carne, bovi0, coxão duro, sem gordura, cozido",58.53,216.62,906.32,31.88,8.92,71.10,0.00,0.00,0.88,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
350,350,CARNES_E_DERIVADOS,"Carne, bovi0, coxão duro, sem gordura, cru",69.80,147.97,619.09,21.51,6.22,59.98,0.00,0.00,1.09,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
351,351,CARNES_E_DERIVADOS,"Carne, bovi0, coxão mole, sem gordura, cozido",58.04,218.68,914.94,32.38,8.91,84.15,0.00,0.00,1.23,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
352,352,CARNES_E_DERIVADOS,"Carne, bovi0, coxão mole, sem gordura, cru",68.60,169.07,707.37,21.23,8.69,83.82,0.00,0.00,1.04,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
353,353,CARNES_E_DERIVADOS,"Carne, bovi0, cupim, assado",48.42,330.10,1381.14,28.63,23.04,90.80,0.00,0.00,0.96,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
354,354,CARNES_E_DERIVADOS,"Carne, bovi0, cupim, cru",64.83,221.40,926.33,19.54,15.30,50.95,0.00,0.00,0.88,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
355,355,CARNES_E_DERIVADOS,"Carne, bovi0, fígado, cru",71.33,141.05,590.14,20.71,5.36,392.88,1.11,0.00,1.49,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
356,356,CARNES_E_DERIVADOS,"Carne, bovi0, fígado, grelhado",54.97,225.03,941.51,29.86,9.01,601.47,4.20,0.00,1.96,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
357,357,CARNES_E_DERIVADOS,"Carne, bovi0, filé mingnon, sem gordura, cru",71.89,142.86,597.74,21.60,5.61,54.76,0.00,0.00,1.07,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
358,358,CARNES_E_DERIVADOS,"Carne, bovi0, filé mingnon, sem gordura, grelhado",57.00,219.70,919.24,32.80,8.83,102.88,0.00,0.00,1.33,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
359,359,CARNES_E_DERIVADOS,"Carne, bovi0, flanco, sem gordura, cozido",61.98,195.58,818.29,29.38,7.77,62.00,0.00,0.00,0.86,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
360,360,CARNES_E_DERIVADOS,"Carne, bovi0, flanco, sem gordura, cru",72.07,141.46,591.87,20.00,6.22,50.30,0.00,0.00,0.97,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
361,361,CARNES_E_DERIVADOS,"Carne, bovi0, fraldinha, com gordura, cozida",49.72,338.45,1416.06,24.24,26.05,64.87,0.00,0.00,0.75,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
362,362,CARNES_E_DERIVADOS,"Carne, bovi0, fraldinha, com gordura, crua",65.44,220.72,923.51,17.58,16.15,54.34,0.00,0.00,0.86,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
363,363,CARNES_E_DERIVADOS,"Carne, bovi0, lagarto, cozido",57.63,222.47,930.81,32.86,9.11,55.70,0.00,0.00,0.88,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
364,364,CARNES_E_DERIVADOS,"Carne, bovi0, lagarto, cru",70.97,134.86,564.27,20.54,5.23,55.79,0.00,0.00,1.12,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
365,365,CARNES_E_DERIVADOS,"Carne, bovi0, língua, cozida",53.41,314.90,1317.55,21.37,24.80,105.07,0.00,0.00,0.66,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
366,366,CARNES_E_DERIVADOS,"Carne, bovi0, língua, crua",65.02,215.25,900.61,17.09,15.77,117.85,0.00,0.00,0.78,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
367,367,CARNES_E_DERIVADOS,"Carne, bovi0, maminha, crua",69.99,152.77,639.17,20.93,7.03,50.80,0.00,0.00,1.02,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
368,368,CARNES_E_DERIVADOS,"Carne, bovi0, maminha, grelhada",65.28,153.09,640.53,30.74,2.42,87.70,0.00,0.00,1.39,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
369,369,CARNES_E_DERIVADOS,"Carne, bovi0, miolo de alca0a, sem gordura, cru",69.49,162.87,681.45,21.61,7.83,60.37,0.00,0.00,1.01,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
370,370,CARNES_E_DERIVADOS,"Carne, bovi0, miolo de alca0a, sem gordura, grelhado",52.43,241.36,1009.87,31.93,11.64,92.20,0.00,0.00,1.22,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
371,371,CARNES_E_DERIVADOS,"Carne, bovi0, músculo, sem gordura, cozido",62.82,193.80,810.86,31.23,6.70,56.15,0.00,0.00,0.88,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
372,372,CARNES_E_DERIVADOS,"Carne, bovi0, músculo, sem gordura, cru",72.35,141.58,592.37,21.56,5.49,50.94,0.00,0.00,0.99,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
373,373,CARNES_E_DERIVADOS,"Carne, bovi0, paleta, com gordura, crua",70.62,158.71,664.04,21.41,7.46,58.26,0.00,0.00,0.92,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
374,374,CARNES_E_DERIVADOS,"Carne, bovi0, paleta, sem gordura, cozida",62.94,193.65,810.24,29.72,7.40,55.61,0.00,0.00,0.85,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
375,375,CARNES_E_DERIVADOS,"Carne, bovi0, paleta, sem gordura, crua",72.08,140.94,589.70,21.03,5.67,42.25,0.00,0.00,0.98,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
376,376,CARNES_E_DERIVADOS,"Carne, bovi0, patinho, sem gordura, cru",72.91,133.47,558.43,21.72,4.51,55.61,0.00,0.00,1.01,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
377,377,CARNES_E_DERIVADOS,"Carne, bovi0, patinho, sem gordura, grelhado",55.15,219.26,917.38,35.90,7.31,125.68,0.00,0.00,1.30,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
378,378,CARNES_E_DERIVADOS,"Carne, bovi0, peito, sem gordura, cozido",51.18,338.47,1416.17,22.25,26.99,99.54,0.00,0.00,0.72,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
379,379,CARNES_E_DERIVADOS,"Carne, bovi0, peito, sem gordura, cru",61.49,259.28,1084.81,17.56,20.43,59.30,0.00,0.00,0.85,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
380,380,CARNES_E_DERIVADOS,"Carne, bovi0, picanha, com gordura, crua",65.64,212.88,890.69,18.82,14.69,59.55,0.00,0.00,0.93,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
381,381,CARNES_E_DERIVADOS,"Carne, bovi0, picanha, com gordura, grelhada",53.39,288.77,1208.20,26.42,19.51,91.76,0.00,0.00,1.09,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
382,382,CARNES_E_DERIVADOS,"Carne, bovi0, picanha, sem gordura, crua",72.42,133.52,558.66,21.25,4.74,75.23,0.00,0.00,1.01,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
383,383,CARNES_E_DERIVADOS,"Carne, bovi0, picanha, sem gordura, grelhada",54.63,238.47,997.75,31.91,11.33,99.71,0.00,0.00,1.23,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
384,384,CARNES_E_DERIVADOS,"Carne, bovi0, seca, cozida",47.19,312.80,1308.75,26.93,21.93,100.14,0.00,0.00,4.72,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
385,385,CARNES_E_DERIVADOS,"Carne, bovi0, seca, crua",39.24,312.75,1308.54,19.66,25.37,91.55,0.00,0.00,15.29,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
386,386,CARNES_E_DERIVADOS,"Coxinha de frango, frita",42.21,283.05,1184.27,9.61,11.84,14.81,34.52,4.97,1.82,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
387,387,CARNES_E_DERIVADOS,"Croquete, de carne, cru",55.96,245.77,1028.31,12.04,15.56,29.85,13.95,NULL,2.49,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
388,388,CARNES_E_DERIVADOS,"Croquete, de carne, frito",39.24,346.74,1450.77,16.86,22.67,38.10,18.15,NULL,3.08,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
389,389,CARNES_E_DERIVADOS,"Empada de frango, pré-cozida, assada",28.19,358.19,1498.67,6.94,15.61,22.72,47.49,2.16,1.77,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
390,390,CARNES_E_DERIVADOS,"Empada, de frango, pré-cozida",32.03,377.48,1579.37,7.34,22.89,23.28,35.53,2.22,2.21,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
391,391,CARNES_E_DERIVADOS,"Frango, asa, com pele, crua",67.47,213.19,891.98,18.10,15.07,113.45,0.00,0.00,0.69,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
392,392,CARNES_E_DERIVADOS,"Frango, caipira, inteiro, com pele, cozido",59.69,242.89,1016.25,23.88,15.62,109.55,0.00,0.00,0.80,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
393,393,CARNES_E_DERIVADOS,"Frango, caipira, inteiro, sem pele, cozido",61.42,195.76,819.06,29.58,7.70,105.52,0.00,0.00,1.09,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
394,394,CARNES_E_DERIVADOS,"Frango, coração, cru",69.05,221.50,926.77,12.58,18.60,159.24,0.00,0.00,0.77,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
395,395,CARNES_E_DERIVADOS,"Frango, coração, grelhado",63.51,207.27,867.23,22.44,12.10,280.36,0.61,0.00,1.35,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
396,396,CARNES_E_DERIVADOS,"Frango, coxa, com pele, assada",59.79,215.12,900.06,28.49,10.36,145.48,0.06,0.00,1.30,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
397,397,CARNES_E_DERIVADOS,"Frango, coxa, com pele, crua",72.85,161.47,675.61,17.09,9.81,97.40,0.00,0.00,0.83,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
398,398,CARNES_E_DERIVADOS,"Frango, coxa, sem pele, cozida",66.66,167.43,700.52,26.86,5.85,132.92,0.00,0.00,0.87,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
399,399,CARNES_E_DERIVADOS,"Frango, coxa, sem pele, crua",76.42,119.95,501.86,17.81,4.86,90.56,0.02,0.00,0.89,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
400,400,CARNES_E_DERIVADOS,"Frango, fígado, cru",77.75,106.48,445.53,17.59,3.49,340.58,-0.02,0.00,1.20,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
401,401,CARNES_E_DERIVADOS,"Frango, filé, à milanesa",54.89,220.87,924.13,28.46,7.79,84.32,7.51,1.13,1.35,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
402,402,CARNES_E_DERIVADOS,"Frango, inteiro, com pele, cru",66.54,226.32,946.92,16.44,17.31,84.84,0.00,0.00,0.75,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
403,403,CARNES_E_DERIVADOS,"Frango, inteiro, sem pele, assado",63.20,187.34,783.82,28.03,7.50,110.94,0.00,0.00,1.16,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
404,404,CARNES_E_DERIVADOS,"Frango, inteiro, sem pele, cozido",67.45,170.39,712.91,24.99,7.06,98.93,0.00,0.00,0.89,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
405,405,CARNES_E_DERIVADOS,"Frango, inteiro, sem pele, cru",74.86,129.10,540.14,20.59,4.57,78.24,0.00,0.00,0.93,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
406,406,CARNES_E_DERIVADOS,"Frango, peito, com pele, assado",58.54,211.68,885.68,33.42,7.65,109.03,0.00,0.00,1.49,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
407,407,CARNES_E_DERIVADOS,"Frango, peito, com pele, cru",71.94,149.47,625.36,20.78,6.73,79.93,0.00,0.00,0.91,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
408,408,CARNES_E_DERIVADOS,"Frango, peito, sem pele, cozido",65.57,162.87,681.47,31.47,3.16,88.51,0.00,0.00,0.98,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
409,409,CARNES_E_DERIVADOS,"Frango, peito, sem pele, cru",74.79,119.16,498.56,21.53,3.02,58.68,0.00,0.00,0.97,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
410,410,CARNES_E_DERIVADOS,"Frango, peito, sem pele, grelhado",63.81,159.19,666.03,32.03,2.48,89.12,0.00,0.00,1.44,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
411,411,CARNES_E_DERIVADOS,"Frango, sobrecoxa, com pele, assada",55.00,259.60,1086.19,28.70,15.19,158.26,0.00,0.00,1.33,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
412,412,CARNES_E_DERIVADOS,"Frango, sobrecoxa, com pele, crua",63.58,254.53,1064.96,15.46,20.90,87.63,0.00,0.00,0.75,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
413,413,CARNES_E_DERIVADOS,"Frango, sobrecoxa, sem pele, assada",55.63,232.88,974.38,29.18,12.01,145.11,0.00,0.00,1.49,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
414,414,CARNES_E_DERIVADOS,"Frango, sobrecoxa, sem pele, crua",72.71,161.80,676.96,17.57,9.62,84.09,0.00,0.00,0.88,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
415,415,CARNES_E_DERIVADOS,"Hambúrguer, bovino, cru",63.60,214.84,898.87,13.16,16.18,70.01,4.15,NULL,2.91,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
416,416,CARNES_E_DERIVADOS,"Hambúrguer, bovino, frito",52.46,258.28,1080.66,19.97,17.01,48.90,6.32,NULL,4.24,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
417,417,CARNES_E_DERIVADOS,"Hambúrguer, bovino, grelhado",59.23,209.83,877.94,13.16,12.43,58.53,11.33,NULL,3.85,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
418,418,CARNES_E_DERIVADOS,"Lingüiça, frango, crua",64.76,218.11,912.57,14.24,17.44,64.13,0.00,0.00,3.28,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
419,419,CARNES_E_DERIVADOS,"Lingüiça, frango, frita",59.57,245.46,1027.01,18.32,18.54,75.79,0.00,0.00,3.79,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
420,420,CARNES_E_DERIVADOS,"Lingüiça, frango, grelhada",58.58,243.66,1019.47,18.19,18.40,80.48,0.00,0.00,3.82,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
421,421,CARNES_E_DERIVADOS,"Lingüiça, porco, crua",62.48,227.20,950.62,16.06,17.58,52.93,0.00,0.00,3.21,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
422,422,CARNES_E_DERIVADOS,"Lingüiça, porco, frita",54.61,279.54,1169.61,20.45,21.31,74.71,0.00,0.00,3.86,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
423,423,CARNES_E_DERIVADOS,"Lingüiça, porco, grelhada",50.48,296.49,1240.51,23.17,21.90,81.70,0.00,0.00,4.00,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
424,424,CARNES_E_DERIVADOS,Mortadela,56.44,268.82,1124.74,11.95,21.65,82.76,5.82,0.00,4.14,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
